pid,trial,physicalSize,visualSize,congruent
1,0,2.0,2.0,
1,1,1.0,-0.5,
1,2,1.0,2.0,
1,3,0.5,2.5,
1,4,1.5,1.0,
1,5,0.0,2.0,
1,6,1.0,2.5,
1,7,0.0,2.5,
1,8,0.5,2.5,
1,9,0.0,0.5,
1,10,1.5,1.5,
1,11,0.0,-0.5,
1,12,1.0,0.0,
1,13,0.0,0.0,
1,14,0.5,0.5,
1,15,0.0,1.0,
1,16,0.0,1.0,
1,17,1.5,0.0,
1,18,0.0,0.0,
1,19,0.5,0.0,
1,20,2.0,0.5,
1,21,2.0,0.0,
1,22,1.0,1.5,
1,23,2.0,-0.5,
1,24,0.0,1.5,
1,25,1.0,2.0,
1,26,0.5,1.0,
1,27,2.0,0.0,
1,28,1.5,2.0,
1,29,0.5,0.5,
1,30,0.0,1.0,
1,31,2.0,1.0,
1,32,1.5,2.5,
1,33,1.5,-0.5,
1,34,1.5,-0.5,
1,35,1.5,-0.5,
1,36,2.0,0.0,
1,37,1.0,2.0,
1,38,0.5,0.0,
1,39,1.0,1.5,
1,40,0.5,2.5,
1,41,1.5,0.0,
1,42,0.5,1.5,
1,43,1.0,1.0,
1,44,2.0,1.5,
1,45,0.0,1.5,
1,46,1.5,0.5,
1,47,1.5,0.5,
1,48,1.5,1.0,
1,49,1.0,1.0,
1,50,1.0,0.0,
1,51,0.5,-0.5,
1,52,1.5,0.5,
1,53,1.0,0.5,
1,54,1.0,2.5,
1,55,2.0,0.5,
1,56,2.0,1.0,
1,57,1.0,1.0,
1,58,0.0,0.5,
1,59,2.0,0.0,
1,60,1.0,0.5,
1,61,0.5,1.0,
1,62,0.5,1.5,
1,63,2.0,0.5,
1,64,1.5,0.0,
1,65,2.0,-0.5,
1,66,0.0,-0.5,
1,67,1.0,0.5,
1,68,0.5,0.0,
1,69,0.5,2.0,
1,70,0.5,1.0,
1,71,0.0,2.5,
1,72,2.0,1.5,
1,73,2.0,-0.5,
1,74,0.0,0.5,
1,75,0.5,0.5,
1,76,1.5,2.5,
1,77,0.5,2.0,
1,78,1.0,-0.5,
1,79,0.0,-0.5,
1,80,0.0,1.5,
1,81,2.0,0.0,
1,82,0.5,-0.5,
1,83,0.0,-0.5,
1,84,2.0,2.5,
1,85,0.5,0.0,
1,86,1.5,0.5,
1,87,0.5,1.5,
1,88,0.0,-0.5,
1,89,0.0,2.5,
1,90,1.5,1.0,
1,91,1.0,0.0,
1,92,1.0,0.5,
1,93,2.0,1.5,
1,94,1.0,-0.5,
1,95,0.5,2.0,
1,96,2.0,1.0,
1,97,2.0,1.5,
1,98,1.5,-0.5,
1,99,2.0,-0.5,
1,100,0.5,1.5,
1,101,0.5,2.5,
1,102,1.5,2.0,
1,103,2.0,2.0,
1,104,1.5,2.5,
1,105,1.5,1.5,
1,106,1.0,1.0,
1,107,1.0,2.0,
1,108,0.5,2.0,
1,109,1.0,1.0,
1,110,2.0,1.0,
1,111,0.0,0.0,
1,112,0.5,0.5,
1,113,1.5,1.0,
1,114,2.0,2.0,
1,115,2.0,2.0,
1,116,1.0,2.5,
1,117,0.0,2.0,
1,118,1.5,2.0,
1,119,0.0,1.5,
1,120,0.0,2.0,
1,121,1.0,0.5,
1,122,0.0,0.0,
1,123,2.0,2.5,
1,124,2.0,0.5,
1,125,0.0,1.5,
1,126,0.0,2.5,
1,127,1.0,1.5,
1,128,1.0,2.5,
1,129,0.5,0.0,
1,130,0.0,0.5,
1,131,1.0,1.5,
1,132,1.5,1.5,
1,133,2.0,2.5,
1,134,0.5,1.5,
1,135,0.5,2.0,
1,136,1.5,2.0,
1,137,1.0,2.0,
1,138,2.0,-0.5,
1,139,0.5,-0.5,
1,140,1.0,2.5,
1,141,1.5,0.0,
1,142,2.0,2.5,
1,143,2.0,1.5,
1,144,1.5,1.5,
1,145,0.5,-0.5,
1,146,1.0,0.0,
1,147,1.5,0.5,
1,148,0.0,1.0,
1,149,0.5,-0.5,
1,150,0.0,2.0,
1,151,2.0,2.5,
1,152,0.0,1.0,
1,153,0.0,2.0,
1,154,1.5,-0.5,
1,155,0.0,2.5,
1,156,1.0,-0.5,
1,157,0.5,2.5,
1,158,1.5,2.5,
1,159,1.0,1.5,
1,160,0.5,1.0,
1,161,1.5,1.5,
1,162,2.0,0.5,
1,163,1.5,2.0,
1,164,1.5,1.0,
1,165,1.0,0.0,
1,166,0.0,0.5,
1,167,2.0,1.0,
1,168,0.5,0.5,
1,169,1.5,2.5,
1,170,2.0,2.0,
1,171,1.5,0.0,
1,172,0.5,1.0,
1,173,1.0,-0.5,
1,174,0.0,0.0,
